[(153, 147), (147, 150), (150, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 209)]
[(138, 134), (134, 126), (126, 125), (125, 127), (127, 284), (284, 33), (33, 32), (32, 11), (11, 77), (77, 172)]
[(218, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 161), (161, 53), (53, 12), (12, 5)]
[(194, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 10), (10, 151), (151, 76)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 12), (12, 5), (5, 93)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 126), (126, 56), (56, 145)]
[(206, 204), (204, 205), (205, 45), (45, 44), (44, 47), (47, 315), (315, 13), (13, 188), (188, 187), (187, 183)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 4), (4, 1), (1, 5), (5, 125)]
[(124, 122), (122, 123), (123, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 12), (12, 5), (5, 100)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 161), (161, 53), (53, 50)]
[(69, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(146, 134), (134, 126), (126, 125), (125, 127), (127, 284), (284, 33), (33, 32), (32, 11), (11, 77), (77, 172)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 29)]
[(72, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(136, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 57), (57, 159)]
[(185, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 4), (4, 1), (1, 5), (5, 92)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 126), (126, 125), (125, 131)]
[(220, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(242, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 12), (12, 5), (5, 96), (96, 147)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 11), (11, 168)]
[(122, 123), (123, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 9), (9, 3)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 12), (12, 5), (5, 103)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 4), (4, 70)]
[(198, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222), (222, 223)]
[(72, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 227), (227, 78), (78, 8), (8, 79)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 161), (161, 53)]
[(216, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(137, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(146, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(69, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 123)]
[(145, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 4), (4, 1), (1, 5)]
[(145, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(130, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(206, 204), (204, 205), (205, 45), (45, 44), (44, 47), (47, 315), (315, 13), (13, 188), (188, 187), (187, 183)]
[(138, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(187, 185), (185, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 4), (4, 1), (1, 5)]
[(75, 68), (68, 71), (71, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 227), (227, 211)]
[(143, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(194, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 161), (161, 53), (53, 12), (12, 5)]
[(203, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 10), (10, 120), (120, 292), (292, 128)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7)]
[(141, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(122, 123), (123, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 227), (227, 45), (45, 44), (44, 48)]
[(178, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 123), (123, 122)]
[(135, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 223)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 4), (4, 1)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 161), (161, 53), (53, 12), (12, 5)]
[(124, 122), (122, 123), (123, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 10), (10, 151)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 9)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 56), (56, 126)]
[(138, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 163), (163, 124)]
[(134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187), (187, 185)]
[(149, 147), (147, 150), (150, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 4), (4, 1), (1, 5), (5, 125), (125, 130)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 7)]
[(131, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 123)]
[(144, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(56, 55), (55, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222), (222, 223)]
[(144, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(132, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193), (193, 191)]
[(88, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193), (193, 191)]
[(168, 165), (165, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222), (222, 242), (242, 192)]
[(140, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 7), (7, 12), (12, 5), (5, 134)]
[(193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 10), (10, 151)]
[(153, 147), (147, 150), (150, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(145, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(124, 122), (122, 123), (123, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 12), (12, 5), (5, 96)]
[(69, 68), (68, 71), (71, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(141, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 279), (279, 117)]
[(124, 122), (122, 123), (123, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 12), (12, 5), (5, 105)]
[(194, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 161), (161, 53), (53, 153), (153, 240)]
[(146, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(181, 71), (71, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204), (204, 206)]
[(146, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(242, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 114), (114, 119), (119, 148)]
[(241, 239), (239, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222), (222, 242)]
[(64, 63), (63, 33), (33, 32), (32, 34), (34, 118), (118, 188), (188, 187), (187, 183), (183, 193), (193, 194)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 12), (12, 5), (5, 104)]
[(66, 63), (63, 33), (33, 32), (32, 34), (34, 118), (118, 188), (188, 187), (187, 183), (183, 193), (193, 194)]
[(203, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 10), (10, 151)]
[(214, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 189)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 11)]
[(211, 210), (210, 212), (212, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204), (204, 206)]
[(122, 123), (123, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 7)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 56), (56, 137)]
[(69, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 123)]
[(134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187), (187, 183)]
[(214, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(218, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(159, 147), (147, 150), (150, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 209)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 12), (12, 5), (5, 111)]
[(143, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 258), (258, 117), (117, 226)]
[(204, 205), (205, 45), (45, 44), (44, 47), (47, 315), (315, 13), (13, 188), (188, 187), (187, 183), (183, 123)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 196), (196, 90)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 227), (227, 45), (45, 44)]
[(143, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(184, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 10), (10, 151), (151, 171)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 77), (77, 172), (172, 171), (171, 177)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 9)]
[(141, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193), (193, 194)]
[(139, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(142, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 223)]
[(141, 134), (134, 126), (126, 125), (125, 127), (127, 284), (284, 33), (33, 32), (32, 11), (11, 77), (77, 172)]
[(220, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13)]
[(142, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(69, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 203)]
[(134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187), (187, 183)]
[(67, 63), (63, 33), (33, 32), (32, 34), (34, 118), (118, 188), (188, 187), (187, 183), (183, 193), (193, 194)]
[(75, 68), (68, 70), (70, 52), (52, 97), (97, 84), (84, 80), (80, 81), (81, 222), (222, 242), (242, 192)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 161), (161, 53), (53, 12), (12, 5), (5, 95)]
[(193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 11), (11, 165), (165, 166)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 34), (34, 32), (32, 35)]
[(140, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 227), (227, 45), (45, 205), (205, 204)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 34), (34, 32), (32, 11), (11, 284), (284, 205)]
[(142, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(203, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 83), (83, 3), (3, 64), (64, 173)]
[(75, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(208, 204), (204, 205), (205, 45), (45, 44), (44, 49), (49, 56), (56, 55), (55, 57), (57, 239), (239, 240)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 56), (56, 135)]
[(123, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 227), (227, 78), (78, 8), (8, 79), (79, 74)]
[(144, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(224, 223), (223, 222), (222, 81), (81, 80), (80, 82), (82, 4), (4, 1), (1, 5), (5, 125), (125, 130)]
[(123, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 80), (80, 84), (84, 13), (13, 7), (7, 12)]
[(144, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 242)]
[(146, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(88, 70), (70, 68), (68, 71), (71, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205)]
[(191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 13), (13, 7), (7, 11), (11, 167)]
[(64, 63), (63, 33), (33, 32), (32, 34), (34, 118), (118, 188), (188, 187), (187, 183), (183, 193), (193, 191)]
[(72, 68), (68, 71), (71, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(138, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(179, 70), (70, 68), (68, 71), (71, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 4), (4, 33)]
[(144, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(138, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(193, 183), (183, 182), (182, 186), (186, 121), (121, 34), (34, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(136, 134), (134, 126), (126, 125), (125, 127), (127, 4), (4, 82), (82, 80), (80, 81), (81, 222), (222, 223)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 237), (237, 60), (60, 227), (227, 45)]
[(144, 134), (134, 126), (126, 125), (125, 127), (127, 56), (56, 55), (55, 57), (57, 13), (13, 188), (188, 187)]
[(74, 68), (68, 70), (70, 52), (52, 195), (195, 57), (57, 13), (13, 188), (188, 187), (187, 183), (183, 193)]
[(216, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(215, 196), (196, 195), (195, 57), (57, 11), (11, 7), (7, 13), (13, 84), (84, 80), (80, 81), (81, 222)]
[(194, 192), (192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 225), (225, 82), (82, 4), (4, 63)]
[(157, 147), (147, 150), (150, 171), (171, 166), (166, 33), (33, 32), (32, 11), (11, 284), (284, 205), (205, 204)]
[(192, 191), (191, 193), (193, 183), (183, 182), (182, 186), (186, 121), (121, 195), (195, 12), (12, 5), (5, 102)]
[(207, 204), (204, 205), (205, 45), (45, 44), (44, 47), (47, 315), (315, 13), (13, 188), (188, 187), (187, 183)]
